class,neck_inclination,left_hip_angle,left_bicep_angle,right_hip_angle,right_bicep_angle,y1,x1,s1,y2,x2,s2,y3,x3,s3,y4,x4,s4,y5,x5,s5,y6,x6,s6,y7,x7,s7,y8,x8,s8,y9,x9,s9,y10,x10,s10,y11,x11,s11,y12,x12,s12,y13,x13,s13,y14,x14,s14,y15,x15,s15,y16,x16,s16,y17,x17,s17
hunched_roundshoulder,51.060348479196335,96.7335276496334,78.4709505440093,99.55800211673045,104.3830116709675,0.39635795,0.43735892,0.6127957,0.3663327,0.44430098,0.56958747,0.36947247,0.4415683,0.65458655,0.33643073,0.4890637,0.50277996,0.33801278,0.48801455,0.6225255,0.39899573,0.5672283,0.6487307,0.42984936,0.51489574,0.61698574,0.65525424,0.54061687,0.7594857,0.5907124,0.4864795,0.4208754,0.6114722,0.4014,0.45692888,0.5974788,0.39783743,0.30272543,0.84529734,0.6022257,0.49626124,0.8115858,0.5526207,0.4571684,0.8834728,0.4097302,0.4989001,0.85203934,0.40374646,0.34466928,0.90919197,0.47318417,0.057149686,0.88411796,0.4776445,0.1234213
hunched_roundshoulder,51.873284126710054,95.69225165028661,77.92773876912901,97.8426957293301,106.48632744473792,0.3951304,0.4371426,0.6053065,0.36490995,0.44428512,0.57600695,0.3680663,0.4416791,0.6636518,0.33694977,0.48904663,0.5064073,0.33834192,0.4885942,0.63869846,0.3976439,0.567131,0.62780344,0.43085063,0.5165374,0.60333157,0.65546906,0.54076093,0.75369775,0.5911064,0.48699242,0.40257904,0.6106353,0.40205303,0.43996945,0.59942293,0.40840012,0.30708504,0.8465917,0.604608,0.49826914,0.8121325,0.56031847,0.4543421,0.88241804,0.41062805,0.5301822,0.8518378,0.40559825,0.3721023,0.9087782,0.47368094,0.057849836,0.8843864,0.47881842,0.12765591
hunched_roundshoulder,51.58404525688287,96.49791344402462,78.95911782436845,98.32373229219576,104.26394781335586,0.39527833,0.43633577,0.57154936,0.36519337,0.44313914,0.6009085,0.36817682,0.44072476,0.6700011,0.3365366,0.48816976,0.5066568,0.33804673,0.48796102,0.6359407,0.39803672,0.5664678,0.6379216,0.42996156,0.5139344,0.6308875,0.65445364,0.54058444,0.7437165,0.5915821,0.4848996,0.42529282,0.6123941,0.4013199,0.45081186,0.59765494,0.39975286,0.3026868,0.8453934,0.6043028,0.4783148,0.80896163,0.559189,0.45441228,0.8843125,0.41009924,0.49219242,0.85077906,0.4045601,0.33696678,0.8882476,0.47475752,0.04790557,0.8823441,0.47906557,0.1163575
hunched_roundshoulder,52.25627143321905,95.65894764789363,78.34113596864402,97.72849496640748,105.50168737398889,0.39637136,0.43676677,0.59850234,0.3665988,0.4427764,0.5902026,0.36940178,0.44102463,0.6453209,0.33718702,0.48673287,0.46337467,0.33846176,0.48756847,0.63265586,0.39801916,0.5660895,0.61927027,0.42745775,0.51486486,0.6083942,0.6560023,0.54166573,0.7712585,0.5910795,0.48222002,0.44144487,0.6130897,0.40189025,0.47542816,0.5970566,0.40118524,0.3076387,0.84760773,0.603476,0.4699428,0.8105464,0.5594737,0.4635267,0.88321674,0.4096973,0.5170373,0.8503003,0.4043096,0.33541405,0.8876721,0.47372028,0.05199258,0.88099325,0.47824335,0.12224551
hunched_roundshoulder,51.59968637003738,96.19776761113758,78.55543315385319,98.82282787522695,106.76300474763681,0.39578304,0.43631512,0.58022964,0.3656345,0.44260025,0.6049872,0.368728,0.44067454,0.66005504,0.33733127,0.48789296,0.4856829,0.33787912,0.4881837,0.64128184,0.39874482,0.566125,0.64328325,0.42856643,0.51461476,0.6210439,0.6542054,0.54091954,0.7518041,0.5922061,0.48258802,0.4399043,0.6115221,0.4019986,0.47767836,0.5993612,0.41076833,0.3050642,0.8436391,0.60591215,0.5074171,0.80906606,0.55853736,0.44986254,0.8825554,0.41129923,0.49536866,0.851361,0.40506577,0.32033345,0.8905122,0.47675022,0.054920174,0.88345385,0.48015434,0.12702893
hunched_roundshoulder,51.25363321418146,95.61045330478652,78.47310888378702,99.86740968613202,105.28415950930233,0.39435315,0.435673,0.5542176,0.36418015,0.44194055,0.61233383,0.36724767,0.4400148,0.637792,0.33593735,0.48813444,0.5082788,0.33738813,0.4880538,0.64373106,0.39904922,0.56753266,0.6400288,0.42932522,0.51395315,0.6395481,0.65465885,0.54091376,0.75357413,0.5917984,0.48106486,0.4449372,0.6109524,0.40205947,0.48614562,0.5971734,0.40100327,0.30684936,0.8468465,0.60400504,0.4937758,0.80918336,0.55159575,0.46462163,0.881904,0.41045913,0.51196325,0.85003155,0.40456834,0.3293931,0.8891403,0.4752957,0.056993946,0.8819952,0.47935572,0.13463375
hunched_roundshoulder,49.263649969611635,95.29705690490965,79.04945390633104,98.62783963480143,105.26369626254896,0.393892,0.4360911,0.5431715,0.36324728,0.44272232,0.61523664,0.3665101,0.43998915,0.641188,0.33301362,0.48935103,0.55607975,0.3344788,0.4875835,0.5978905,0.40057296,0.5685068,0.661926,0.42984527,0.51244354,0.6210663,0.654464,0.54069275,0.7477564,0.5918993,0.4804247,0.47075868,0.61144036,0.40172663,0.48893768,0.59755903,0.40121666,0.31847617,0.84834516,0.60324806,0.49071297,0.8106672,0.5522248,0.46302602,0.8816139,0.4093019,0.5389806,0.8492564,0.40398762,0.31404534,0.8867082,0.47460923,0.050955296,0.87952083,0.47956243,0.125646
hunched_roundshoulder,49.77915195215242,96.20241213977323,79.35532343774254,99.55587109770937,108.32375761449808,0.3922164,0.4359784,0.49938726,0.36257976,0.44254485,0.65566564,0.36558765,0.4403782,0.67992985,0.33189628,0.48879036,0.58733124,0.33296877,0.4879499,0.583149,0.3977481,0.5673738,0.64803326,0.4287467,0.5131905,0.6208169,0.6536521,0.5411858,0.7518581,0.5942326,0.48066106,0.4403775,0.61236864,0.4017055,0.4685926,0.60339046,0.40819928,0.30825588,0.844803,0.60331464,0.50799435,0.81008667,0.55184823,0.4639308,0.8816705,0.41002655,0.5060214,0.85065365,0.40401006,0.35903034,0.90867794,0.47421604,0.061052002,0.8827483,0.47881722,0.12571362
hunched_roundshoulder,50.41354605050869,94.37995374467374,79.41773770637812,98.13551959942691,105.96269782220807,0.39195368,0.4387582,0.5296469,0.36191103,0.44499347,0.58509713,0.36470172,0.44274583,0.68285507,0.33458358,0.4909695,0.5600165,0.33518848,0.49073282,0.6212864,0.3978542,0.56820273,0.63521844,0.4295234,0.5150554,0.6146767,0.6538336,0.54157764,0.74192774,0.5932393,0.48121873,0.4376357,0.61251146,0.40225846,0.46726212,0.59925455,0.40094241,0.3071783,0.8477576,0.60281533,0.49317667,0.81206954,0.5531908,0.47612578,0.8778335,0.40807053,0.5226419,0.8488606,0.40372467,0.3520899,0.90687823,0.47114778,0.06457593,0.8804047,0.4771517,0.13744062
hunched_roundshoulder,51.217309284033846,95.45341359538963,79.30619388704264,99.57668951429957,110.63656895049112,0.39265415,0.43923226,0.5495396,0.3635225,0.44558316,0.5606429,0.3660342,0.44352648,0.64608973,0.33652073,0.49125695,0.5342852,0.3358649,0.4915659,0.6226513,0.39657295,0.5667072,0.6073008,0.42710412,0.5175167,0.5848071,0.6541131,0.5421388,0.7661847,0.5925604,0.4825681,0.41529137,0.6139167,0.40326744,0.48621675,0.6035701,0.41069958,0.29317337,0.84671223,0.6014075,0.48653287,0.80992836,0.5534348,0.44839686,0.8802737,0.40834323,0.53822374,0.8498901,0.40363383,0.36465237,0.90781164,0.47241384,0.060419757,0.8813269,0.4784595,0.1364963
hunched_roundshoulder,50.95119882178325,100.06584034189922,81.2290150818063,100.71030967122493,108.23960968392353,0.39453787,0.4398102,0.5997945,0.3648861,0.44587374,0.55197144,0.36739278,0.44383088,0.64474946,0.33724532,0.49172303,0.5292249,0.3359353,0.49174652,0.6285014,0.39874423,0.5682549,0.6491329,0.42761564,0.51811945,0.58096665,0.6494164,0.5412055,0.764255,0.5916371,0.48559806,0.40483335,0.6124917,0.40272233,0.4714686,0.6009005,0.41042206,0.32021558,0.8428373,0.6008439,0.5000778,0.80921423,0.5532179,0.481185,0.89195627,0.4076192,0.48595852,0.8517522,0.4045318,0.40843317,0.907705,0.48349237,0.065542296,0.8825573,0.47791052,0.11941165
hunched_roundshoulder,48.28389704948628,95.0918780222425,81.57489586137574,96.65610062520216,109.54444902296277,0.39221305,0.43982467,0.5560545,0.36331746,0.44554526,0.5353166,0.36560732,0.44357768,0.612305,0.33120927,0.49127603,0.5817189,0.33111057,0.4904016,0.562601,0.40057635,0.5697763,0.65967464,0.42941672,0.5180393,0.5833157,0.6509118,0.54051596,0.7545938,0.5942955,0.48433572,0.42409638,0.61357427,0.4020585,0.48698148,0.6049295,0.4085898,0.31867903,0.84830534,0.60059595,0.4637493,0.8136746,0.5606828,0.48746595,0.8788885,0.4081459,0.5326336,0.84983796,0.4039007,0.39307395,0.90668154,0.4713306,0.06101038,0.8805003,0.47710028,0.12596318
hunched_roundshoulder,49.96850870742034,98.76897866381057,81.996619061489,98.0191331759699,108.7136248123224,0.39594337,0.44044206,0.59500617,0.3660646,0.44514838,0.50336367,0.36821437,0.4433572,0.57725483,0.33295867,0.4902986,0.56766576,0.33336753,0.49002004,0.5853736,0.39981934,0.5706265,0.64789814,0.42876709,0.5181786,0.57740027,0.6496939,0.5418164,0.76402664,0.59453875,0.48598376,0.4290692,0.6137494,0.40362993,0.50350636,0.60477746,0.41048416,0.3294911,0.8493134,0.59955055,0.43803155,0.8146961,0.5546232,0.46569535,0.8916275,0.40790507,0.49225253,0.85053915,0.40432984,0.40649667,0.90800494,0.4711968,0.058983244,0.88208693,0.47578436,0.11892104
hunched_roundshoulder,49.41113611478281,90.47005293543492,81.26159508414726,91.93851628623099,108.95355569748662,0.3922963,0.44036862,0.5490342,0.36077416,0.44656035,0.54337054,0.36537808,0.44333407,0.56332874,0.33253643,0.49154097,0.59202373,0.33255428,0.49115258,0.5739989,0.39876187,0.5695417,0.6463456,0.42725882,0.5193638,0.5257139,0.65064657,0.54225266,0.746136,0.59358567,0.4860788,0.4009864,0.6141561,0.40532,0.5227935,0.6032157,0.41426006,0.3098071,0.8664191,0.599903,0.41468918,0.82937115,0.5620033,0.45298952,0.8804819,0.40769693,0.50883293,0.85153496,0.404129,0.420668,0.9118265,0.46783376,0.059075363,0.90522206,0.4735446,0.11774236
hunched_roundshoulder,49.51657636431953,97.55929752028794,82.20955703905332,93.25493962610261,111.55367211072706,0.39112028,0.4404009,0.5348289,0.35926852,0.446729,0.5627148,0.36045194,0.44543654,0.56198704,0.33373567,0.49234638,0.5723433,0.3332947,0.4921832,0.5882505,0.39973164,0.5703689,0.651198,0.4294005,0.5179159,0.5651166,0.64896035,0.54186434,0.75624865,0.5931685,0.4821249,0.44557634,0.6136815,0.4036119,0.49988642,0.6047888,0.41058227,0.30615595,0.85203856,0.6006931,0.43486,0.8265716,0.5608805,0.4637432,0.89075583,0.40858802,0.4977766,0.85241926,0.40523586,0.4169159,0.9108677,0.47079396,0.058947977,0.88530993,0.48673436,0.1232975
hunched_roundshoulder,49.95834062751644,95.89513558939268,79.57224341559298,97.25390610211832,109.77279590729461,0.39362973,0.4419678,0.57129717,0.36121184,0.44836703,0.4764639,0.3660458,0.44522643,0.5161659,0.3356511,0.49371502,0.5433609,0.33555192,0.49282742,0.604275,0.4001821,0.57121587,0.64358824,0.42855078,0.51890385,0.54050416,0.6537832,0.54539204,0.719067,0.59422094,0.48289338,0.44116664,0.612409,0.4033703,0.4884089,0.60371983,0.41083533,0.32665506,0.8469328,0.601789,0.45157406,0.81400716,0.5600224,0.4536974,0.8800094,0.41049573,0.5264285,0.85057425,0.4058485,0.39807975,0.912711,0.4739916,0.061376635,0.88621294,0.48918834,0.13458088
hunched_roundshoulder,50.044592054524756,98.433698337833,81.6312995635417,93.60609331171128,110.76661575228815,0.3939658,0.4415942,0.59325725,0.36149114,0.44814783,0.48861623,0.36289895,0.44654033,0.5099247,0.3352517,0.49431926,0.542445,0.33454844,0.49345008,0.5839549,0.39841044,0.5704059,0.62721455,0.428814,0.51939595,0.5240349,0.6499839,0.54160696,0.74833566,0.59240806,0.4843269,0.4134185,0.61397517,0.4062689,0.5228591,0.60289586,0.4155274,0.31774163,0.8491363,0.6027963,0.42729816,0.82391644,0.56200856,0.45139813,0.89215827,0.40944043,0.524208,0.85075796,0.40599203,0.41436592,0.91072,0.48271236,0.057877604,0.8867132,0.48863497,0.12050902
hunched_roundshoulder,50.20286874296088,97.81245165168531,80.55569503342643,93.09907470924287,111.51577822121183,0.3975005,0.4435115,0.64825076,0.3671896,0.44724354,0.4459804,0.3691665,0.44682655,0.4917019,0.3378322,0.49475366,0.49180916,0.33711058,0.4928398,0.6159662,0.40057707,0.5707702,0.6194243,0.42659038,0.5225283,0.53020996,0.65224195,0.5459871,0.7532612,0.59418046,0.48584032,0.42330325,0.61479264,0.4068894,0.5206268,0.60580444,0.41381422,0.3265983,0.8519473,0.6015425,0.41518143,0.82625484,0.5623634,0.45975882,0.89175075,0.40955088,0.4771764,0.85047996,0.4057164,0.4173914,0.9089434,0.4806571,0.058338676,0.8847282,0.47511265,0.10676756
hunched_roundshoulder,48.99153334686517,99.21903348860104,81.39431932009894,94.32383691045288,109.92942580534137,0.39242935,0.44183666,0.5799992,0.36035,0.4489436,0.4802553,0.3619133,0.44718105,0.51185536,0.33225155,0.4945448,0.57724404,0.3328906,0.4927268,0.582879,0.39708692,0.5697787,0.6315973,0.43002433,0.51985705,0.5270751,0.65023184,0.54084194,0.73132485,0.59469056,0.48570776,0.41375312,0.61360574,0.40535155,0.4843289,0.60523415,0.41265985,0.33195114,0.8485162,0.60125023,0.45707113,0.8232589,0.5611145,0.47178596,0.8937218,0.40862083,0.50977695,0.85159576,0.40539178,0.41514573,0.91148627,0.47176552,0.06857676,0.88694286,0.48667708,0.13016371
hunched_roundshoulder,49.63999166703767,101.16126608098585,81.97575283357462,98.60901563344885,112.70439506133414,0.39607856,0.44307715,0.6359062,0.36292666,0.44947,0.42004323,0.36826086,0.44621006,0.508081,0.33321816,0.4950853,0.5538794,0.33342594,0.4930985,0.5651392,0.39589283,0.5695075,0.63557553,0.4243664,0.5235459,0.5319615,0.6499949,0.54311734,0.75018567,0.5931542,0.48693424,0.394452,0.61593986,0.4060564,0.52547044,0.6067181,0.41350648,0.33264142,0.84460783,0.5993239,0.4467061,0.8120791,0.5604336,0.46229318,0.8949391,0.4109974,0.4821117,0.8505768,0.40653,0.40395486,0.9104818,0.47662473,0.062358923,0.88382983,0.48113224,0.14183138
hunched_roundshoulder,50.8607746345704,100.12550887448845,82.0735611424892,98.40924626060433,112.82698329655753,0.3952279,0.442209,0.64501804,0.36203668,0.4488554,0.44696254,0.3671444,0.4455924,0.5309523,0.33703178,0.49471256,0.5039058,0.33651862,0.49296746,0.60584015,0.39772603,0.56999815,0.6364503,0.4293532,0.5190806,0.54008085,0.6492956,0.542164,0.74172384,0.5934737,0.48551708,0.3990595,0.6149867,0.40697414,0.507989,0.60614836,0.42190772,0.3335531,0.843904,0.6016045,0.47576177,0.81177783,0.56023186,0.46441182,0.8922223,0.4103365,0.54364026,0.8517374,0.40628526,0.41655275,0.8914446,0.4842941,0.058861393,0.8839819,0.488834,0.12613085
hunched_roundshoulder,49.25588565133268,100.5302658847034,79.36398411761012,99.03956343796978,112.31193239162519,0.39198142,0.4415451,0.562582,0.35917497,0.44884887,0.51105636,0.3608849,0.44662204,0.5506492,0.3336123,0.49402443,0.5613344,0.33372995,0.49273404,0.5825485,0.3986449,0.5701987,0.6316231,0.42813933,0.519081,0.5415184,0.65376973,0.54607266,0.7508053,0.59243214,0.4838511,0.42234457,0.6137795,0.40695992,0.5325389,0.6049777,0.414189,0.3237052,0.84374654,0.6013339,0.4791616,0.8099453,0.55920994,0.4610804,0.8934727,0.4094943,0.5396183,0.85115635,0.40583095,0.42523193,0.91011804,0.47526804,0.063938566,0.8845748,0.4887413,0.14430688
hunched_roundshoulder,49.38892514387144,96.93228615448078,79.09573526814704,99.5961418930558,109.26687013509343,0.39545366,0.44091254,0.6188199,0.36207426,0.4480546,0.46646315,0.3670386,0.444276,0.5808053,0.33607316,0.49367914,0.5391966,0.33567107,0.49150974,0.6276814,0.4008203,0.5698785,0.63566816,0.4298924,0.5182536,0.5674103,0.6547381,0.5456059,0.75902945,0.59585726,0.48344627,0.4424386,0.6137321,0.40596196,0.53079987,0.6049784,0.41342852,0.31449607,0.8441941,0.60122746,0.5061142,0.81051767,0.55322057,0.47766432,0.881209,0.41038752,0.5356456,0.84971374,0.40533987,0.39745107,0.908972,0.47572374,0.057969622,0.88187194,0.48944345,0.13491629
hunched_roundshoulder,49.47620944145689,96.6391617560605,78.72956199655349,99.47494701642307,108.9687733589574,0.394935,0.44209358,0.5926055,0.3619864,0.44841528,0.4729799,0.36679167,0.4450797,0.54686254,0.33657488,0.49323973,0.5397878,0.33536884,0.49183962,0.60571116,0.40030152,0.56847125,0.62542325,0.42938465,0.5198133,0.5340112,0.6542631,0.54533356,0.75800645,0.5973353,0.4853129,0.40262803,0.6134467,0.40732867,0.53128284,0.60544825,0.42250806,0.32579616,0.8436431,0.6003568,0.5053141,0.810786,0.5525976,0.48902047,0.8799097,0.40938732,0.5299592,0.8488723,0.404131,0.37062493,0.90839165,0.47390553,0.05748061,0.8818623,0.47829658,0.12360136
hunched_roundshoulder,48.39020223618511,96.02944442923183,81.92663011306388,95.9353790639824,108.65387431746313,0.39477205,0.4405305,0.5854435,0.36484525,0.44602996,0.521406,0.36731824,0.44357345,0.6066439,0.33389705,0.49152705,0.57582265,0.33388078,0.49090454,0.61847234,0.4004353,0.56710964,0.5979866,0.42912406,0.51974404,0.5023521,0.6518142,0.5400309,0.73995954,0.5974179,0.4849031,0.40782908,0.61537313,0.39624524,0.5273896,0.6064468,0.41091448,0.32422042,0.8469061,0.6022159,0.51979476,0.8196506,0.5591919,0.4624509,0.88251495,0.4105621,0.52644944,0.85151064,0.40539098,0.3920858,0.908791,0.4749824,0.05968535,0.8822478,0.48870912,0.1505868
hunched_roundshoulder,51.1441469122521,95.41762340413874,80.53870152277145,96.90187815229586,106.15052802438342,0.39410585,0.43964544,0.5667319,0.36520064,0.44461226,0.56396055,0.36733305,0.44238946,0.6365866,0.33523905,0.49002907,0.5643526,0.33514497,0.4900131,0.6242898,0.39711392,0.56756485,0.60989463,0.42864797,0.5183832,0.5422501,0.65458274,0.54151833,0.7645474,0.5988699,0.4868333,0.36819968,0.61511576,0.39663452,0.5169461,0.6064209,0.4105107,0.33230326,0.84705806,0.6019167,0.50017554,0.8121306,0.559471,0.4716694,0.8803655,0.4087556,0.5325019,0.84808683,0.40394327,0.35203674,0.8879045,0.47514772,0.0545399,0.87993634,0.47944742,0.13631587
hunched_roundshoulder,50.15459248755483,95.69686885816554,81.35948535533187,97.7366911934115,100.52840807324918,0.39726305,0.43996707,0.60733426,0.36693066,0.4450429,0.55120826,0.3693114,0.4435373,0.6218208,0.33519006,0.4905294,0.50821817,0.3388902,0.48998737,0.6514025,0.39769,0.5661187,0.6103876,0.42809743,0.5185903,0.52975327,0.6501794,0.5400176,0.7518179,0.6020569,0.49360633,0.4000295,0.6144686,0.4023555,0.4896773,0.60549104,0.41012168,0.33112475,0.8452448,0.60189825,0.50508237,0.81172836,0.55985063,0.4780067,0.88032913,0.40821943,0.51974773,0.85008,0.4045926,0.39136854,0.90799785,0.4745977,0.059025656,0.8826884,0.47894225,0.12194045
hunched_roundshoulder,50.67647520555824,94.92139650055896,79.11668345833147,94.68799527624128,98.65565216510169,0.3941011,0.43884498,0.57658917,0.36340624,0.44382215,0.56457645,0.3659131,0.44225,0.6318682,0.33587587,0.48912865,0.54058415,0.3352852,0.4897091,0.6475473,0.3975781,0.5651601,0.59206915,0.42678863,0.51937723,0.49696007,0.6538131,0.5405728,0.74630547,0.60129726,0.4975143,0.36611935,0.6132034,0.40227565,0.5045837,0.6035868,0.41092762,0.30356783,0.8463766,0.60244435,0.49380153,0.8196608,0.56165344,0.46483973,0.8793818,0.40875325,0.5367268,0.8497831,0.40419227,0.41991687,0.90877503,0.472344,0.06039726,0.8839748,0.48673072,0.13951683
hunched_roundshoulder,49.58352317848628,94.56027073876209,78.79389554834583,97.35573056226485,100.6944636323505,0.3971238,0.43917367,0.6217943,0.36656758,0.44430247,0.5568,0.36939394,0.44335628,0.6251615,0.3345551,0.4899008,0.49328962,0.33840165,0.49007136,0.65310687,0.39854488,0.565732,0.6105364,0.42787462,0.5176577,0.5707156,0.6542131,0.5409048,0.7575637,0.598698,0.49280602,0.39323282,0.6123202,0.40173227,0.4626084,0.6022746,0.4080742,0.30638134,0.84802353,0.6027989,0.47204515,0.81261253,0.561331,0.45312485,0.8796481,0.40914035,0.5181537,0.85128546,0.4042606,0.3785199,0.9075386,0.47069952,0.06713678,0.88324785,0.47507,0.13765176
hunched_roundshoulder,50.48680457533771,95.85806132257784,77.8102117040806,99.64895291571833,101.92802311721152,0.39413604,0.43749896,0.56191975,0.3644737,0.44246936,0.59688884,0.3670156,0.44132313,0.6519688,0.3361952,0.48694807,0.48866048,0.3366544,0.48670816,0.5934717,0.4002071,0.56529135,0.63608116,0.42616528,0.51499695,0.58379656,0.6561917,0.5412206,0.75664335,0.5969166,0.49118337,0.39575383,0.61249286,0.4031436,0.48627082,0.6025927,0.40977785,0.2930019,0.8451208,0.6029269,0.487185,0.81056774,0.55288917,0.46014667,0.8816807,0.4093134,0.51321423,0.85111654,0.4044505,0.36377147,0.9102434,0.47217914,0.06447536,0.88465804,0.48572585,0.13848221
hunched_roundshoulder,50.00831329858754,95.66736244095108,78.72743780772161,99.54267517223292,102.84520823971746,0.39836556,0.4390997,0.61831236,0.36881822,0.4443875,0.5528397,0.3712997,0.44285375,0.6129869,0.33728105,0.48940572,0.51576596,0.34065616,0.48827577,0.6558622,0.40023214,0.56514406,0.63103014,0.42503497,0.5148747,0.58693737,0.65497977,0.5412481,0.7700326,0.59591466,0.49009767,0.39916623,0.61348355,0.40232965,0.52708346,0.6024717,0.40851235,0.3007388,0.8468853,0.6016633,0.48671973,0.81120604,0.5526394,0.47369468,0.8817681,0.4105045,0.50081116,0.8510562,0.4052349,0.31875423,0.90914077,0.47244045,0.052171983,0.8843932,0.47721782,0.12299455
hunched_roundshoulder,48.79174448900821,92.0689455786216,77.44443458345891,98.68226258210808,100.32910315326819,0.4019843,0.43782726,0.5880195,0.3716042,0.44167385,0.532868,0.37662506,0.43934497,0.5412794,0.33543095,0.48734546,0.47466543,0.3400606,0.48535654,0.6173674,0.4021556,0.5642251,0.6453311,0.42347115,0.51395786,0.5786707,0.6579462,0.54039156,0.7763117,0.5932083,0.4889071,0.43092448,0.6134816,0.4025519,0.5276469,0.5962038,0.40018207,0.31054378,0.8463832,0.600866,0.46610746,0.8104789,0.55392474,0.47885242,0.869333,0.40794903,0.5168655,0.84958166,0.40357453,0.3134414,0.90943766,0.47098956,0.05625503,0.8839998,0.47645566,0.11015412
hunched_roundshoulder,50.27197250622057,90.93166444030106,77.19269430121975,96.17612957184701,101.46938957482348,0.39918548,0.4358138,0.53934395,0.36822093,0.44032356,0.6087873,0.3708212,0.4383336,0.5877547,0.33523327,0.48650023,0.4668582,0.33958775,0.48485932,0.6078064,0.3987115,0.5635955,0.61176383,0.42287204,0.51585174,0.54430765,0.6578131,0.5402672,0.75891155,0.5955135,0.4901963,0.40273243,0.61409533,0.40533385,0.49168104,0.5995796,0.41304374,0.2999435,0.84860104,0.6011819,0.41551286,0.8137278,0.56077355,0.4216123,0.8679278,0.40780607,0.54043084,0.8492489,0.40356937,0.34331483,0.888987,0.4709687,0.057002075,0.8834115,0.47595167,0.12346811
hunched_roundshoulder,50.775696212704425,94.92830865199903,78.33235234537139,97.74570704311594,106.60711251002044,0.39774653,0.43513894,0.5049996,0.36786637,0.4393637,0.58367074,0.37035358,0.43772537,0.5487187,0.3364063,0.48631144,0.46030506,0.34012923,0.4851012,0.60974646,0.39983088,0.5647439,0.63231426,0.42389914,0.5138246,0.56729484,0.65669036,0.5398888,0.7613296,0.58923256,0.4822572,0.4820677,0.61455715,0.40373364,0.48207283,0.5976101,0.3997476,0.32539317,0.8339154,0.5985026,0.4227457,0.8099326,0.5529287,0.4528468,0.86528766,0.40848884,0.49692762,0.8459166,0.4033881,0.35923597,0.91148937,0.4697329,0.07045597,0.88622135,0.47467786,0.12640889
hunched_roundshoulder,51.8262512624496,97.08151212746719,77.43402537516381,99.38282142489794,105.66757900855015,0.39491388,0.4350432,0.57243264,0.36551163,0.4373765,0.57201034,0.36839962,0.43632802,0.49961784,0.33686766,0.4852324,0.511364,0.33987117,0.48548022,0.6575368,0.39899775,0.5650282,0.6388315,0.42373967,0.51408195,0.57423717,0.6567722,0.5401336,0.73960775,0.59184074,0.48690698,0.44226232,0.61328757,0.4069522,0.501128,0.598791,0.42575985,0.299145,0.8446006,0.6005098,0.4339526,0.80943084,0.5529541,0.47624677,0.884025,0.40902898,0.5314113,0.8496014,0.40446693,0.32132712,0.88829005,0.4750579,0.05608856,0.88234514,0.48003498,0.1340902
hunched_roundshoulder,52.11965762681496,96.44261623250424,79.3699127218097,99.44199818386693,103.45951545366842,0.39807826,0.43436223,0.56335825,0.36742088,0.4361771,0.5613907,0.370112,0.43697128,0.5129673,0.33832595,0.48500988,0.5315449,0.34238264,0.48354766,0.6137226,0.40092278,0.5662645,0.67358166,0.42628515,0.513303,0.58992404,0.65507835,0.5402762,0.73105675,0.5940654,0.4832699,0.47879565,0.61464405,0.4034961,0.46032587,0.5989058,0.39960033,0.31888387,0.8437221,0.6012663,0.44427723,0.8099289,0.5509026,0.48058325,0.8808985,0.4093352,0.47656798,0.84950036,0.40362588,0.3805931,0.9124304,0.47196683,0.071991235,0.8860742,0.47589684,0.14014149
hunched_roundshoulder,52.41379794906164,97.16096088789277,80.35921098157267,97.2840955382498,99.90787172677517,0.3958294,0.43273184,0.61872655,0.3647023,0.43609735,0.61992586,0.3685438,0.43640476,0.5398837,0.33759665,0.4860215,0.5487127,0.34208795,0.48395982,0.61882305,0.39846346,0.56587946,0.6339285,0.4411106,0.50470203,0.5569279,0.654739,0.539905,0.67502695,0.5963556,0.48501894,0.49999505,0.61637396,0.4008884,0.4430902,0.6004846,0.39687657,0.32496262,0.84397125,0.60267633,0.44388536,0.811586,0.5534374,0.4861308,0.884621,0.40948868,0.50692064,0.8511001,0.40365228,0.3778396,0.8887577,0.47190696,0.063503005,0.8829576,0.48452622,0.15914142
hunched_roundshoulder,51.214602514633,100.44852218071668,79.74009531444604,100.24899869468226,101.24372012464625,0.3978666,0.434125,0.5884433,0.36731428,0.43729836,0.62423295,0.37045678,0.43756396,0.5173527,0.3365702,0.485424,0.5109918,0.34046468,0.48367816,0.60214233,0.3989148,0.5637468,0.6330694,0.42491013,0.51013345,0.5477343,0.6551889,0.5384053,0.7045983,0.59281754,0.48677704,0.45671406,0.6158929,0.40052137,0.4900754,0.59804356,0.39681146,0.31496572,0.8323668,0.60038257,0.44899607,0.80669343,0.55129373,0.49490285,0.88444114,0.40976605,0.4790191,0.85034966,0.40298462,0.37630573,0.90966177,0.47126722,0.05657335,0.88487095,0.47585747,0.14171745
